-1.220599739999999969e+02, 3.734848399999999913e+01
-1.220597494999999952e+02, 3.733768659999999784e+01
-1.220516164000000003e+02, 3.732777850000000086e+01
-1.219014739999999932e+02, 3.736417579999999816e+01
-1.220688439999999986e+02, 3.738789409999999691e+01
-1.220686986999999988e+02, 3.739545369999999735e+01
-1.220699730999999986e+02, 3.740465009999999779e+01
-1.220148121000000003e+02, 3.739621040000000107e+01
-1.220565203000000025e+02, 3.740557960000000293e+01
-1.220681995999999998e+02, 3.740818260000000350e+01
-1.220675473000000011e+02, 3.737808239999999671e+01
-1.219924728999999957e+02, 3.739025560000000326e+01
-1.220307420000000036e+02, 3.740224889999999647e+01
-1.220391316000000046e+02, 3.740153810000000334e+01
-1.219012244999999979e+02, 3.736756890000000197e+01
-1.219021323000000052e+02, 3.736383949999999743e+01
-1.219746537000000046e+02, 3.722692039999999736e+01
-1.219616232000000053e+02, 3.724570200000000142e+01
-1.219632907000000017e+02, 3.725845110000000204e+01
-1.220472589000000028e+02, 3.733404879999999793e+01
-1.220186520999999971e+02, 3.733297840000000178e+01
-1.220535674000000057e+02, 3.733301230000000004e+01
-1.219753692000000029e+02, 3.722639339999999919e+01
-1.219626329999999967e+02, 3.725789819999999963e+01
-1.220699872999999940e+02, 3.733429079999999800e+01
-1.220730731999999961e+02, 3.733345270000000227e+01
-1.218472167999999982e+02, 3.725533099999999820e+01
-1.218776514999999989e+02, 3.725529629999999770e+01
-1.220511549999999943e+02, 3.732685709999999801e+01
-1.220134900000000044e+02, 3.740604220000000169e+01
-1.220352651999999978e+02, 3.740089530000000195e+01
-1.220665156000000025e+02, 3.738523030000000347e+01
-1.219402010999999959e+02, 3.742028679999999952e+01
-1.219195785999999941e+02, 3.743634449999999703e+01
-1.219790801000000044e+02, 3.731816010000000006e+01
-1.219180752000000041e+02, 3.737206470000000280e+01
-1.219239304000000033e+02, 3.734457570000000004e+01
-1.219010138999999953e+02, 3.736754450000000105e+01
-1.220562549999999931e+02, 3.733278200000000169e+01
-1.219399034000000057e+02, 3.732149960000000277e+01
-1.219200313000000051e+02, 3.731693200000000132e+01
-1.220649015999999989e+02, 3.738576379999999943e+01
-1.220652239000000066e+02, 3.738549379999999900e+01
-1.219544018999999935e+02, 3.741929410000000189e+01
-1.219439626000000061e+02, 3.741931160000000034e+01
-1.219301690000000065e+02, 3.742220859999999760e+01
-1.219700545999999974e+02, 3.731617520000000354e+01
-1.219839711000000051e+02, 3.741288279999999844e+01
-1.218953302999999977e+02, 3.736326389999999975e+01
-1.219013793000000021e+02, 3.734304410000000018e+01
-1.219085955999999982e+02, 3.734973810000000327e+01
-1.218993447999999944e+02, 3.734008299999999991e+01
-1.219722514000000047e+02, 3.738450650000000053e+01
-1.220098966999999988e+02, 3.739503380000000021e+01
-1.220699833999999981e+02, 3.740238599999999991e+01
-1.220597755000000006e+02, 3.734849260000000015e+01
-1.220620186999999959e+02, 3.735547429999999736e+01
-1.220594758999999954e+02, 3.733737099999999742e+01
