2.573150396347045898e-02, 7.638720562681555748e-04, 9.996685981750488281e-01, 5.320709897205233574e-04, -7.016230840235948563e-03, 4.847332602366805077e-04
-4.308832287788391113e-01, 8.717392683029174805e-01, -2.332600355148315430e-01, 4.077690187841653824e-03, -2.105617895722389221e-03, 2.562145236879587173e-03
5.732805132865905762e-01, -7.908711433410644531e-01, 2.141782045364379883e-01, 6.724095874233171344e-05, 1.447153626941144466e-04, -1.777751371264457703e-03
-5.448510646820068359e-01, 7.234352231025695801e-01, 4.240033626556396484e-01, 3.049499937333166599e-04, -3.196034580469131470e-03, 3.351499093696475029e-03
3.502561151981353760e-01, -8.445971012115478516e-01, 4.049400091171264648e-01, 1.151542091974988580e-04, -1.403309870511293411e-03, 2.307477407157421112e-03
3.168854117393493652e-01, -7.726483941078186035e-01, -5.500891804695129395e-01, 5.101523827761411667e-03, -2.283220179378986359e-03, -1.442575245164334774e-03
7.310130000114440918e-01, 4.369696974754333496e-01, 5.240968465805053711e-01, -3.109010867774486542e-03, -3.700488014146685600e-03, -1.591851003468036652e-03
-1.634778345760423690e-05, -8.446015119552612305e-01, -5.353954434394836426e-01, 1.783578656613826752e-03, -2.867919858545064926e-03, -3.167011775076389313e-03
-7.620441317558288574e-01, -6.473800539970397949e-01, -1.370522566139698029e-02, -1.306024729274213314e-03, -3.611672669649124146e-03, -6.001285146339796484e-05
-7.330010533332824707e-01, -5.420000553131103516e-01, -4.110298156738281250e-01, 2.177997026592493057e-03, 1.314097753493115306e-04, -4.172199405729770660e-03
9.217363595962524414e-01, -3.020108044147491455e-01, -2.432931065559387207e-01, -8.053815690800547600e-04, -2.005477435886859894e-03, -2.636846387758851051e-03
8.666272759437561035e-01, -2.840457558631896973e-01, -4.102135300636291504e-01, 9.213980520144104958e-04, -6.032419623807072639e-04, -2.408820670098066330e-03
3.617472350597381592e-01, -4.863452911376953125e-01, 7.953661084175109863e-01, -1.360439055133610964e-04, -1.929081743583083153e-03, 3.324567805975675583e-03
9.033330082893371582e-01, 4.229287803173065186e-01, 7.155920565128326416e-02, -2.302256179973483086e-03, -1.325929071754217148e-03, 6.617247126996517181e-04
2.446794658899307251e-01, -2.471854686737060547e-01, 9.375666975975036621e-01, -1.181346160592511296e-04, -1.252596615813672543e-03, -9.756722283782437444e-05
9.687827825546264648e-01, -1.678916662931442261e-01, -1.824073195457458496e-01, -1.012048800475895405e-03, -2.334964461624622345e-03, -3.286568098701536655e-04
8.624888211488723755e-02, 9.814985990524291992e-01, -1.709431558847427368e-01, 3.379457863047719002e-03, -3.539662808179855347e-03, -6.172832800075411797e-04
-7.930733561515808105e-01, 2.224735319614410400e-01, 5.670451521873474121e-01, -1.623122487217187881e-03, -1.169892027974128723e-03, -1.307197846472263336e-03
-3.741960227489471436e-01, -8.890626430511474609e-01, 2.637137472629547119e-01, 1.710796030238270760e-03, -6.398074794560670853e-03, 3.382526803761720657e-03
-1.499815434217453003e-01, -8.404048681259155273e-01, -5.207929015159606934e-01, 5.012541805626824498e-05, -2.730790292844176292e-03, -3.514264477416872978e-03
-9.279130101203918457e-01, -1.363305151462554932e-01, -3.469749093055725098e-01, 3.076319582760334015e-03, -2.263971604406833649e-03, 1.598764065420255065e-04
-9.698236584663391113e-01, -1.801246553659439087e-01, 1.643079817295074463e-01, 4.710610024631023407e-03, 1.183093525469303131e-03, -1.912840758450329304e-03
-2.513231337070465088e-01, -6.761191785335540771e-02, -9.655388593673706055e-01, -1.255493378266692162e-03, 4.156320821493864059e-03, 2.807119162753224373e-03
7.990173697471618652e-01, 5.781483054161071777e-01, -1.652745753526687622e-01, -2.267477335408329964e-03, -2.937992801889777184e-03, -3.409757482586428523e-05
3.399768769741058350e-01, -9.163726568222045898e-01, -2.113690376281738281e-01, 1.722945831716060638e-03, -4.393254494061693549e-05, 2.477934351190924644e-03
-8.056377768516540527e-01, 5.862482190132141113e-01, -8.521038293838500977e-02, 1.192598865600302815e-04, -3.629944752901792526e-03, -3.231798764318227768e-04
-2.278953790664672852e-01, -7.519491910934448242e-01, -6.185758709907531738e-01, -4.575394268613308668e-04, -2.553879749029874802e-03, -7.186694419942796230e-04
