2.573150396347045898e-02, 7.638720562681555748e-04, 9.996685981750488281e-01, 6.973227858543395996e-01, 1.024765849113464355e+00, -1.873216219246387482e-02
-4.308832287788391113e-01, 8.717392683029174805e-01, -2.332600355148315430e-01, 6.580067873001098633e-01, 5.462222099304199219e-01, 8.258563876152038574e-01
5.732805132865905762e-01, -7.908711433410644531e-01, 2.141782045364379883e-01, 3.574863672256469727e-01, 2.505960166454315186e-01, -3.151960298418998718e-02
-5.448510646820068359e-01, 7.234352231025695801e-01, 4.240033626556396484e-01, 3.214048147201538086e-01, 1.358134597539901733e-01, 1.812851577997207642e-01
3.502561151981353760e-01, -8.445971012115478516e-01, 4.049400091171264648e-01, 5.467727780342102051e-01, 1.687049418687820435e-01, -1.210619136691093445e-01
3.168854117393493652e-01, -7.726483941078186035e-01, -5.500891804695129395e-01, 1.789802789688110352e+00, 3.241728246212005615e-01, 5.757080316543579102e-01
7.310130000114440918e-01, 4.369696974754333496e-01, 5.240968465805053711e-01, 2.994041144847869873e-01, -5.103684067726135254e-01, 7.913110777735710144e-03
-1.634778345760423690e-05, -8.446015119552612305e-01, -5.353954434394836426e-01, 1.300463080406188965e+00, -2.394647598266601562e-01, 3.777227699756622314e-01
-7.620441317558288574e-01, -6.473800539970397949e-01, -1.370522566139698029e-02, 4.594165831804275513e-02, -6.179875507950782776e-02, 3.646571040153503418e-01
-7.330010533332824707e-01, -5.420000553131103516e-01, -4.110298156738281250e-01, -2.174716293811798096e-01, -1.006453782320022583e-01, 5.205381512641906738e-01
9.217363595962524414e-01, -3.020108044147491455e-01, -2.432931065559387207e-01, 9.299269318580627441e-02, 5.309027433395385742e-01, -3.067231476306915283e-01
8.666272759437561035e-01, -2.840457558631896973e-01, -4.102135300636291504e-01, 4.157759621739387512e-02, 1.016696810722351074e+00, -6.161575317382812500e-01
3.617472350597381592e-01, -4.863452911376953125e-01, 7.953661084175109863e-01, -1.093533188104629517e-01, -1.834448099136352539e+00, -1.071980357170104980e+00
9.033330082893371582e-01, 4.229287803173065186e-01, 7.155920565128326416e-02, 1.968931704759597778e-01, -4.571700096130371094e-01, 2.164678573608398438e-01
2.446794658899307251e-01, -2.471854686737060547e-01, 9.375666975975036621e-01, 7.486938834190368652e-01, -3.706377029418945312e+00, -1.172559261322021484e+00
9.687827825546264648e-01, -1.678916662931442261e-01, -1.824073195457458496e-01, 6.872436404228210449e-02, 5.994730591773986816e-01, -1.867663562297821045e-01
8.624888211488723755e-02, 9.814985990524291992e-01, -1.709431558847427368e-01, 9.742786288261413574e-01, 3.585385158658027649e-02, 6.974303722381591797e-01
-7.930733561515808105e-01, 2.224735319614410400e-01, 5.670451521873474121e-01, -6.941182613372802734e-01, -2.021258831024169922e+00, -1.777813881635665894e-01
-3.741960227489471436e-01, -8.890626430511474609e-01, 2.637137472629547119e-01, 4.918608665466308594e-01, -1.188555583357810974e-01, 2.972250580787658691e-01
-1.499815434217453003e-01, -8.404048681259155273e-01, -5.207929015159606934e-01, 1.002681732177734375e+00, -3.632186949253082275e-01, 2.973677217960357666e-01
-9.279130101203918457e-01, -1.363305151462554932e-01, -3.469749093055725098e-01, -7.533534765243530273e-01, 2.306079119443893433e-01, 1.924080133438110352e+00
