2.573150396347045898e-02, 7.638720562681555748e-04, 9.996685981750488281e-01, 2.573150396347045898e-02, 7.638720562681555748e-04, 9.996685981750488281e-01, 2.211639881134033203e+00, 6.565531343221664429e-02, -5.697785690426826477e-02, -4.687899351119995117e-02, 2.167692422866821289e+00, -4.497217596508562565e-04
-4.308832287788391113e-01, 8.717392683029174805e-01, -2.332600355148315430e-01, -4.308832585811614990e-01, 8.717393279075622559e-01, -2.332600504159927368e-01, 3.139319717884063721e-01, -6.351299285888671875e-01, -2.953509330749511719e+00, -2.726787567138671875e+00, -1.350646257400512695e+00, -1.065050810575485229e-02
5.732805132865905762e-01, -7.908711433410644531e-01, 2.141782045364379883e-01, 5.732805132865905762e-01, -7.908711433410644531e-01, 2.141782194375991821e-01, 3.685993552207946777e-01, -5.085026025772094727e-01, -2.864300966262817383e+00, 2.388668060302734375e+00, 1.735242605209350586e+00, 1.389723923057317734e-02
-5.448510646820068359e-01, 7.234352231025695801e-01, 4.240033626556396484e-01, -5.448510050773620605e-01, 7.234352827072143555e-01, 4.240033626556396484e-01, -7.672650814056396484e-01, 1.018749237060546875e+00, -2.724139451980590820e+00, -2.413936853408813477e+00, -1.822597384452819824e+00, 7.771477568894624710e-03
3.502561151981353760e-01, -8.445971012115478516e-01, 4.049400091171264648e-01, 3.502561748027801514e-01, -8.445971608161926270e-01, 4.049400389194488525e-01, 4.631601870059967041e-01, -1.116850495338439941e+00, -2.730067014694213867e+00, 2.768422842025756836e+00, 1.155009865760803223e+00, 1.447340007871389389e-02
3.168854117393493652e-01, -7.726483941078186035e-01, -5.500891804695129395e-01, 3.168854117393493652e-01, -7.726483345031738281e-01, -5.500891804695129395e-01, -6.302461028099060059e-01, 1.536702513694763184e+00, -2.521493911743164062e+00, 2.800558567047119141e+00, 1.154473304748535156e+00, -8.263670839369297028e-03
7.310130000114440918e-01, 4.369696974754333496e-01, 5.240968465805053711e-01, 7.310130000114440918e-01, 4.369696974754333496e-01, 5.240968465805053711e-01, 1.347713947296142578e+00, 8.056083917617797852e-01, -2.551480531692504883e+00, -1.541400671005249023e+00, 2.588841438293457031e+00, -8.512466214597225189e-03
-1.634778345760423690e-05, -8.446015119552612305e-01, -5.353954434394836426e-01, -1.634779619053006172e-05, -8.446014523506164551e-01, -5.353954434394836426e-01, 3.175182428094558418e-05, 1.640444993972778320e+00, -2.587848424911499023e+00, 3.065979719161987305e+00, 8.403300889767706394e-04, -1.419261330738663673e-03
-7.620441317558288574e-01, -6.473800539970397949e-01, -1.370522566139698029e-02, -7.620441913604736328e-01, -6.473800539970397949e-01, -1.370522659271955490e-02, 3.146461397409439087e-02, 2.673016302287578583e-02, -3.012135505676269531e+00, 1.960963845252990723e+00, -2.308130979537963867e+00, -7.519931532442569733e-03
-7.330010533332824707e-01, -5.420000553131103516e-01, -4.110298156738281250e-01, -7.330009937286376953e-01, -5.419999957084655762e-01, -4.110298156738281250e-01, 9.886057972908020020e-01, 7.310008406639099121e-01, -2.726934671401977539e+00, 1.787313103675842285e+00, -2.420466899871826172e+00, 4.356909543275833130e-03
9.217363595962524414e-01, -3.020108044147491455e-01, -2.432931065559387207e-01, 9.217363595962524414e-01, -3.020107746124267578e-01, -2.432931065559387207e-01, -2.516336441040039062e-01, 8.244882524013519287e-02, -1.055682659149169922e+00, 3.456772565841674805e-01, 1.050514340400695801e+00, 5.576126743108034134e-03
8.666272759437561035e-01, -2.840457558631896973e-01, -4.102135300636291504e-01, 8.666272759437561035e-01, -2.840457558631896973e-01, -4.102135300636291504e-01, -4.887409508228302002e-01, 1.601897329092025757e-01, -1.143447041511535645e+00, 4.014523029327392578e-01, 1.216142892837524414e+00, 6.019525695592164993e-03
3.617472350597381592e-01, -4.863452911376953125e-01, 7.953661084175109863e-01, 3.617472350597381592e-01, -4.863453209400177002e-01, 7.953661084175109863e-01, 1.075288295745849609e+00, -1.445654273033142090e+00, -1.373040318489074707e+00, 1.832209825515747070e+00, 1.393083214759826660e+00, 1.851053163409233093e-02
9.033330082893371582e-01, 4.229287803173065186e-01, 7.155920565128326416e-02, 9.033330082893371582e-01, 4.229287803173065186e-01, 7.155920565128326416e-02, 1.927733421325683594e-01, 9.025397896766662598e-02, -2.966907262802124023e+00, -1.270629525184631348e+00, 2.712768316268920898e+00, 6.900532636791467667e-03
2.446794658899307251e-01, -2.471854686737060547e-01, 9.375666975975036621e-01, 2.446794509887695312e-01, -2.471854537725448608e-01, 9.375666975975036621e-01, 1.394707083702087402e+00, -1.408991575241088867e+00, -7.354552745819091797e-01, 1.533106088638305664e+00, 1.422462701797485352e+00, -2.507284283638000488e-02
9.687827825546264648e-01, -1.678916662931442261e-01, -1.824073195457458496e-01, 9.687827229499816895e-01, -1.678916513919830322e-01, -1.824073046445846558e-01, -1.619550585746765137e-01, 2.806708216667175293e-02, -8.859924077987670898e-01, 1.551269590854644775e-01, 8.931196331977844238e-01, 1.847462146542966366e-03
8.624888211488723755e-02, 9.814985990524291992e-01, -1.709431558847427368e-01, 8.624889701604843140e-02, 9.814986586570739746e-01, -1.709431558847427368e-01, -4.614866897463798523e-02, -5.251645445823669434e-01, -3.038604021072387695e+00, -3.068247318267822266e+00, 2.692545056343078613e-01, -2.105969935655593872e-03
-7.930733561515808105e-01, 2.224735319614410400e-01, 5.670451521873474121e-01, -7.930733561515808105e-01, 2.224735766649246216e-01, 5.670451521873474121e-01, -1.061533808708190918e+00, 2.977822721004486084e-01, -1.601500153541564941e+00, -5.406057238578796387e-01, -1.919284582138061523e+00, -3.086043288931250572e-03
